# 国家地名信息库·外国地名
# https://dmfw.mca.gov.cn/foreign.html
#
# 删除：
# 凡以此词居首的柬埔寨地名，概从Kâmpóng一栏检索。 Kompong，
#
# chineseName	countries	foreignName	romanAlphabet

佩雷斯河	尼加拉瓜		Pérez, R.
克夫拉达塞卡	尼加拉瓜		Quebrada Seca
北圣拉斐尔	尼加拉瓜		San Rafael del Norte
北圣胡安	尼加拉瓜		San Juan del Norte
南圣拉斐尔	尼加拉瓜		San Rafael del Sur
南圣胡安	尼加拉瓜		San Juan del Sur
博凯	尼加拉瓜		Bocay
博南萨	尼加拉瓜		Bonanza
博阿科	尼加拉瓜		Boaco
博阿科省	尼加拉瓜		Boaco, Dep. de
卡拉索省	尼加拉瓜		Carazo, Dep. de
卡莫阿帕	尼加拉瓜		Camoapa
卡贝萨斯港	尼加拉瓜		Puerto Cabezas
哈拉帕	尼加拉瓜		Jalapa
图莱河	尼加拉瓜		Tule, R.
图阿皮	尼加拉瓜		Tuapí
圣克拉拉火山	尼加拉瓜		Santa Clara, Vol.
圣克里斯托瓦尔火山	尼加拉瓜		San Cristóbal, Vol.
圣哈辛托火山	尼加拉瓜		San Jacinto, Vol.
圣地亚哥火山	尼加拉瓜		Santiago, Vol.
圣拉萨罗	尼加拉瓜		San Lázaro
圣拉蒙	尼加拉瓜		San Ramón
圣皮奥岛	尼加拉瓜		San Pío, I.
圣胡安河省	尼加拉瓜		Rio San Juan, Dep. de
圭纳	尼加拉瓜		Güina
埃尔别霍	尼加拉瓜		El Viejo
埃尔希卡罗	尼加拉瓜		El Jícaro
埃尔恩帕尔梅	尼加拉瓜		El Empalme
埃尔瓜纳卡斯特	尼加拉瓜		El Guanacaste
埃尔皮塔尔	尼加拉瓜		El Pital
埃斯特利	尼加拉瓜		Estelí
埃斯特利省	尼加拉瓜		Estelí, Dep. de
塞拉亚省	尼加拉瓜		Zelaya, Dep. de
太平洋山脉	尼加拉瓜		Pacífico, Cord. del
奇南德加	尼加拉瓜		Chinandega
奇南德加省	尼加拉瓜		Chinandega, Dep. de
奥斯托卡尔	尼加拉瓜		Ostocal
奥林波	尼加拉瓜		Olimpo
奥科塔尔	尼加拉瓜		Ocotal
孔德加	尼加拉瓜		Condega
尼加拉瓜湖	尼加拉瓜		Nicaragua, L. de
布卢菲尔兹	尼加拉瓜		Bluefields
希诺特佩	尼加拉瓜		Jinotepe
希诺特加	尼加拉瓜		Jinotega
希诺特加省	尼加拉瓜		Jinotega, Dep. de
帕德雷·拉莫斯半岛	尼加拉瓜		Padre Ramos, Pen.
帕托角	尼加拉瓜		Pato, Pta. de
帕索—德尔卡斯卡尔峰	尼加拉瓜		Paso del Cascal
帕索雷亚尔	尼加拉瓜		Paso Real
库尤廷尼	尼加拉瓜		Cuyutingni
康塞普西翁火山	尼加拉瓜		Concepción, Vol.
拉亚湖	尼加拉瓜		Raya, L.
拉斯梅塞德斯（机场）	尼加拉瓜		Las Mercedes
拉斯皮拉斯火山	尼加拉瓜		Las Pilas, Vol.
拉马河	尼加拉瓜		Rama, R.
新塞哥维亚省	尼加拉瓜		Nueva Segovia, Dep. de
普拉塔诺岛	尼加拉瓜		Plátano, I. del
普林萨波尔卡	尼加拉瓜		Prinzapolca
格兰德河畔拉巴拉	尼加拉瓜		La Barra de Rio Grande
格拉纳达	尼加拉瓜		Granada
格拉纳达省	尼加拉瓜		Granada, Dep. de
格拉西亚斯—阿迪奥斯角区	尼加拉瓜		Cabo Gracias a Dios, Territoro
特利卡火山	尼加拉瓜		Telica, Vol.
珍珠群岛	尼加拉瓜		Perlas, Cayos de
琼塔莱斯省	尼加拉瓜		Chontales, Dep. de
瓦温塔	尼加拉瓜		Huaunta
皮卡乔	尼加拉瓜		Picacho
皮斯皮斯矿区	尼加拉瓜		Minas de Pis Pis
皮金岛	尼加拉瓜		Pigeon, Cayo
科西圭纳火山	尼加拉瓜		Cosigüina, Vol.
穆伊穆伊	尼加拉瓜		Muy Muy
穆埃尔托岛	尼加拉瓜		Muerto, Cayo
米斯基托群岛	尼加拉瓜		Miskitos, Cayos
索伦蒂纳梅群岛	尼加拉瓜		Solentiname, Is. de
约莱纳山	尼加拉瓜		Yolaina, Cord. de
维蒂斯暗礁	尼加拉瓜		Witties, The
罗塔火山	尼加拉瓜		Rota, Vol.
罗莎岛	尼加拉瓜		Rosa, I.
耶卢卡峰	尼加拉瓜		Yelucá, Cerro
莫拉桑港	尼加拉瓜		Puerto Morazán
莫斯基托斯海岸	尼加拉瓜		Mosquitos, Cst. de
莫莫通博火山	尼加拉瓜		Momotombo, Vol.
莫里托港	尼加拉瓜		Puerto Morrito
莱昂	尼加拉瓜		León
莱昂省	尼加拉瓜		León, Dep. de
萨伊斯	尼加拉瓜		Saíz
萨克拉门托	尼加拉瓜		Sacramento
萨尔托格兰德	尼加拉瓜		Salto Grande
萨帕特拉岛	尼加拉瓜		Zapatera, I.
萨斯拉亚峰	尼加拉瓜		Saslaya, Cerro
萨波蒂约	尼加拉瓜		Zapotillo
萨洛尼卡	尼加拉瓜		Salónica
萨洛蒙岛	尼加拉瓜		Salomón, I.
蒂斯卡帕湖	尼加拉瓜		Tiscapa, L. de
蒂斯蒂安地峡	尼加拉瓜		Tistian Isthmus
蒂鲁里角	尼加拉瓜		Tirurí, Pta.
蒙巴乔火山	尼加拉瓜		Mombacho, Vol.
蓬塔戈尔达	尼加拉瓜		Punta Gorda
迪亚斯港	尼加拉瓜		Puerto Díaz
迪里安尼	尼加拉瓜		Diriamba
里瓦斯	尼加拉瓜		Rivas
锡尔岛	尼加拉瓜		Seal, Cayo
雷东达岛	尼加拉瓜		Redonda, I.
马亚莱斯角	尼加拉瓜		Mayales, Pta.
马塔加尔帕	尼加拉瓜		Matagalpa
马塔加尔帕省	尼加拉瓜		Matagalpa, Dep. de
马德里斯省	尼加拉瓜		Madriz, Dep. de
马萨亚省	尼加拉瓜		Masaya, Dep. de
马那瓜	尼加拉瓜		Managua
马那瓜省	尼加拉瓜		Managua, Dep. de
（科恩群岛）马伊斯群岛	尼加拉瓜		(Corn Is. ) Maíz, Is. del
（索洛特兰湖）马那瓜湖	尼加拉瓜		(Xolotlán, L.) Managua, L. de
帕帕图罗河	尼加拉瓜·哥斯达黎加		Papaturro, R.
萨利纳斯湾	尼加拉瓜·哥斯达黎加		Salinas, B. de
万巴	尼日利亚		Wamba
东北州（旧）	尼日利亚		North Eastern State
东南州（旧）	尼日利亚		South Eastern State
中北州（旧）	尼日利亚		North Central, State of
丰图阿	尼日利亚		Funtua
乌比亚贾	尼日利亚		Ubiaja
乌穆阿希亚	尼日利亚		Umuahia
乌约	尼日利亚		Uyo
乔斯	尼日利亚		Jos
乔斯高原	尼日利亚		Jos Plat.
亚希	尼日利亚		Yashi
亚希凯拉	尼日利亚		Yashikera
代盖马	尼日利亚		Degema
伊凯贾	尼日利亚		Ikeja
伊塞因	尼日利亚		Iseyin
伊巴丹	尼日利亚		Ibadan
伊拉罗	尼日利亚		Ilaro
伊杰布奥德	尼日利亚		Ijebu Ode
伊比	尼日利亚		Ibi
伊沃	尼日利亚		Iwo
伊洛林	尼日利亚		Ilorin
伊科姆	尼日利亚		Ikom
伊莫州	尼日利亚		Imo State
伊莱沙	尼日利亚		Ilesha
伊贝托	尼日利亚		Ibeto
伊费	尼日利亚		Ife
伊达	尼日利亚		Idah
克罗斯河州	尼日利亚		Cross River State
内维	尼日利亚		Nnewi
凯塔	尼日利亚		Keïta
凯菲	尼日利亚		Keffi
加亚	尼日利亚		Gaya
加沙卡	尼日利亚		Gashaka
加索尔	尼日利亚		Gassol
加舒阿	尼日利亚		Gashua
努曼	尼日利亚		Numan
包奇	尼日利亚		Bauchi
包奇州	尼日利亚		Bauchi State
博卡尼	尼日利亚		Bokani
博尔努	尼日利亚		Bornu
博尔诺	尼日利亚		Borno
博尔诺州	尼日利亚		Borno State
博朱埃加	尼日利亚		Boju Ega
博科	尼日利亚		Gboko
卡亚马	尼日利亚		Kaiama
卡凡钱	尼日利亚		Kafanchan
卡因吉水库	尼日利亚		Kainji Res.
卡塔古姆	尼日利亚		Katagum
卡巴	尼日利亚		Kabba
卡布里	尼日利亚		Kabri
卡恰	尼日利亚		Kachia
卡拉巴尔	尼日利亚		Calabar
卡拉巴尔河	尼日利亚		Calabar, R.
卡朱鲁	尼日利亚		Kajuru
卡杜纳	尼日利亚		Kaduna
卡杜纳州	尼日利亚		Kaduna State
卡河	尼日利亚		Ka, R.
卡诺	尼日利亚		Kano
卡诺州	尼日利亚		Kano State
卡齐纳	尼日利亚		Katsina
卡齐纳阿拉	尼日利亚		Katsina Ala
古梅尔	尼日利亚		Gumel
古米	尼日利亚		Gummi
古绍	尼日利亚		Gusau
古里	尼日利亚		Guri
吉米	尼日利亚		Gimi
吉马	尼日利亚		Jima
哈代贾	尼日利亚		Hadejia
哈尔博	尼日利亚		Harbo
哈瓦尔河	尼日利亚		Hawai R.
哈科特港	尼日利亚		Port Harcourt
坎巴	尼日利亚		Kamba
坦巴韦尔	尼日利亚		Tambawel
埃代	尼日利亚		Ede
埃努古	尼日利亚		Enugu
埃吉博	尼日利亚		Ejigbo
埃贝	尼日利亚		Egbe
基希	尼日利亚		Kishi
塔库姆	尼日利亚		Takum
塔拉巴河	尼日利亚		Taraba R.
多贡达吉	尼日利亚		Dogondaji
多马	尼日利亚		Doma
夸拉州	尼日利亚		Kwara State
奥凯内	尼日利亚		Okene
奥博莫绍	尼日利亚		Ogbomosho
奥卡	尼日利亚		Awka
奥图尔波	尼日利亚		Oturkpo
奥图瓦	尼日利亚		Otwa
奥基圭	尼日利亚		Okigwi
奥基蒂普帕	尼日利亚		Okitipupa
奥塞河	尼日利亚		Osse R.
奥奇	尼日利亚		Auchi
奥尼查	尼日利亚		Onitsha
奥巴	尼日利亚		Awba
奥戈贾	尼日利亚		Ogoja
奥扎拉	尼日利亚		Ozalla
奥沃	尼日利亚		Owo
奥沃代	尼日利亚		Owode
奥波博	尼日利亚		Opobo
奥瓜希乌库	尼日利亚		Ogwashi-Uku
奥祖布卢	尼日利亚		Ozubulu
奥约州	尼日利亚		Oyo State
奥绍博	尼日利亚		Oshogbo
奥贡州	尼日利亚		Ogun State
奥贡河	尼日利亚		Ogun R.
奥韦纳	尼日利亚		Owena
奥韦纳河	尼日利亚		Owena R.
奥韦里	尼日利亚		Owerri
孔塔戈拉	尼日利亚		Kontagora
孔杜加	尼日利亚		Konduga
宗盖鲁	尼日利亚		Zungeru
富萨	尼日利亚		Fusa
尼日尔州	尼日利亚		Niger State
巴欣迪	尼日利亚		Bahindi
巴罗	尼日利亚		Baro
巴马	尼日利亚		Bama
布姆布姆	尼日利亚		Bumbum
布尼	尼日利亚		Buni
布拉斯	尼日利亚		Brass
布鲁图	尼日利亚		Burutu
帕基	尼日利亚		Paki
帕泰吉	尼日利亚		Pategi
库塔	尼日利亚		Kuta
库莫	尼日利亚		Kumo
弗鲁卡马	尼日利亚		Frukama
恩古鲁	尼日利亚		Nguru
戈尔戈拉姆	尼日利亚		Gorgoram
戈拉	尼日利亚		Gora
扎姆法拉河	尼日利亚		Zamfara R.
扎扎加瓦	尼日利亚		Zazagawa
扎里亚	尼日利亚		Zaria
拉乌	尼日利亚		Lau
拉各斯	尼日利亚		Lagos
拉各斯潟湖	尼日利亚		Lagos L.
拉菲亚	尼日利亚		Lafia
拉菲亚吉	尼日利亚		Lafiagi
拉诺	尼日利亚		Rano
敦博阿	尼日利亚		Dumboa
新卡拉巴尔河	尼日利亚		New Calabar R.
新布萨	尼日利亚		New Bussa
新拉各斯〈拉各斯〉	尼日利亚		New Lagos
明纳	尼日利亚		Minna
本代尔州	尼日利亚		Bendel State
杜库	尼日利亚		Duku
杜灿瓦伊	尼日利亚		Dutsan Wai
杰加	尼日利亚		Jega
杰巴	尼日利亚		Jebba
武卡里	尼日利亚		Wukari
武尔诺	尼日利亚		Wurno
比乌	尼日利亚		Biu
比乌高原	尼日利亚		Biu Plat.
比尔宁凯比	尼日利亚		Birnin Kebbi
比尔宁瓜里	尼日利亚		Birnin Gwari
比达	尼日利亚		Bida
河流州	尼日利亚		Rivers State
波蒂斯库姆	尼日利亚		Potiskum
泰吉纳	尼日利亚		Tegina
洛加	尼日利亚		Loga
洛科	尼日利亚		Loko
津纳	尼日利亚		Zinna
潘克欣	尼日利亚		Pankshin
瓦萨古	尼日利亚		Wasagu
申达姆	尼日利亚		Shendam
皮拉乌	尼日利亚		Pirau
盖达姆	尼日利亚		Geidam
福卡多斯	尼日利亚		Forcados
福戈	尼日利亚		Foggo
福格尔峰	尼日利亚		Vogel Pk.
科科	尼日利亚		Koko
科马杜古加纳河	尼日利亚		Komadugu Gana
穆萨	尼日利亚		Musa
索巴	尼日利亚		Soba
索科托	尼日利亚		Sokoto
索科托州	尼日利亚		Sokoto State
索科托河	尼日利亚		Sokoto R.
约	尼日利亚		Yo
约拉	尼日利亚		Yola
约鲁巴高原	尼日利亚		Yoruba, Plat.
纳法达	尼日利亚		Nafada
纳萨拉瓦	尼日利亚		Nasarawa
绍里	尼日利亚		Sauri
翁多	尼日利亚		Ondo
翁多州	尼日利亚		Ondo State
考拉纳莫达	尼日利亚		Kaura Namoda
耶卢瓦	尼日利亚		Yelwa
联邦首都区	尼日利亚		Federal Capital Terr.
莱基潟湖	尼日利亚		Lekki L.
莱雷	尼日利亚		Lere
萨佩莱	尼日利亚		Sapele
萨尔道纳省	尼日利亚		Sardauna, Prov.
萨尔金帕瓦	尼日利亚		Sarkin Pawa
萨拉	尼日利亚		Sara
萨法纳	尼日利亚		Safana
萨邦比尔尼	尼日利亚		Sabon Birni
蒙加迪	尼日利亚		Mungadi
蒙戈努	尼日利亚		Mongonu
西北州（旧）	尼日利亚		North Western State
西部州（旧）	尼日利亚		Western State
谢伦	尼日利亚		Shellen
谢布希山	尼日利亚		Shebshi Mts.
贝努埃州	尼日利亚		Benue State
贝宁城	尼日利亚		Benin City
贝里	尼日利亚		Beri
贡戈拉州	尼日利亚		Gongola State
贡戈拉河	尼日利亚		Gongola R.
贡贝	尼日利亚		Gombe
贾林戈	尼日利亚		Jalingo
贾达	尼日利亚		Jada
达利	尼日利亚		Dalli
达拉佐	尼日利亚		Darazo
达瓦基	尼日利亚		Dawaki
达马古姆	尼日利亚		Damagum
达马图鲁	尼日利亚		Damaturu
迈杜古里	尼日利亚		Maiduguri
迪夸	尼日利亚		Dikwa
道拉	尼日利亚		Daura
邦尼	尼日利亚		Bonny
邦尼湾	尼日利亚		Bonny, Bight of
里米	尼日利亚		Rimi
金迪里	尼日利亚		Gindiri
锡拉梅	尼日利亚		Silame
阿南布拉	尼日利亚		Anambra
阿南布拉州	尼日利亚		Anambra State
阿坦奥诺约姆	尼日利亚		Atan Onoyom
阿尔贡古	尼日利亚		Argungu
阿巴	尼日利亚		Aba
阿巴卡利基	尼日利亚		Abakaliki
阿巴吉	尼日利亚		Abaji
阿巴吉科洛	尼日利亚		Abajikolo
阿布贾	尼日利亚		Abuja
阿库雷	尼日利亚		Akure
阿扎雷	尼日利亚		Azare
阿盖	尼日利亚		Agaie
阿菲波	尼日利亚		Afikpo
阿贝奥库塔	尼日利亚		Abeokuta
马卢姆法希	尼日利亚		Malumfashi
马古梅里	尼日利亚		Magumeri
马库尔迪	尼日利亚		Makurdi
马约达加	尼日利亚		Mayo Daga
马达河	尼日利亚		Mada R.
高原州	尼日利亚		Plateau State
戈泰尔山	尼日利亚·喀麦隆		Gotel, Mts.
法罗河	尼日利亚·喀麦隆		Faro R.
贝努埃河	尼日利亚·喀麦隆		Benue R. [Bénoué]
阿帕亚费河	尼日利亚·喀麦隆		Akpa Yafe, R. (Akpa Yafé)
博尔古（地区）	尼日利亚·贝宁		Borgu (Borgou)
奥利河	尼日利亚·贝宁		Oli
万泽尔贝	尼日尔		Ouanzerbé
乌姆尔	尼日尔		Oumr, El
乌尔诺	尼日尔		Ourno
乌尼苏伊巴巴	尼日尔		Ounissoui Baba
乌拉伦	尼日尔		Ourarène
乌罗萨瓦贝	尼日尔		Ouro Sawabé
亚塔卡拉	尼日尔		Yaukala
伊费鲁安	尼日尔		Iferouâne
佩尔塞山	尼日尔		Percée, Gara
加亚	尼日尔		Gaya
加尔米	尼日尔		Galmi
加扎瓦	尼日尔		Gazaoua
卡夫拉	尼日尔		Kafra
卡尔盖里	尼日尔		Karguéri
卡马达	尼日尔		Kamada
古杜马里亚	尼日尔		Goudoumaria
古雷	尼日尔		Gouré
哈莫吉	尼日尔		Hamodji
因埃代克	尼日尔		In Edek
图古杜	尼日尔		Tougoutdou
塔努特	尼日尔		Tanout
塔姆加克山	尼日尔		Tamgak, Adrar
塔库萨	尼日尔		Takoussa
塔扎	尼日尔		Taza
塔拉克（地区）	尼日尔		Talak
塔斯凯尔	尼日尔		Tasker
塔法萨塞特干河	尼日尔		Tafassasset
塔法萨塞特沙漠	尼日尔		Tafassasset, Ténéré du
塔瓦	尼日尔		Tahoua
塔瓦省	尼日尔		Tahoua, Dép. de
塔萨拉	尼日尔		Tassara
塔马达尔特	尼日尔		Tamadalt
塞盖丁	尼日尔		Séguédine
多索	尼日尔		Dosso
多索省	尼日尔		Dosso, Dép. de
多贡杜奇	尼日尔		Dogondoutchi
尼亚美	尼日尔		Niamey
尼亚美省	尼日尔		Niamey, Dép. de
巴尼邦古	尼日尔		Bani Bangou
巴格赞山	尼日尔		Bagzane, Mts.
布尔图姆	尼日尔		Boultoum
布扎	尼日尔		Bouza
布斯山	尼日尔		Bous, Adrar
希尔法	尼日尔		Chirfa
廷凯拉代特（地区）	尼日尔		Tin Keradet
廷图马（地区）	尼日尔		Ti-n-Toumma
廷埃勒穆兹	尼日尔		Ti-n-Elmouz
恩古尔蒂	尼日尔		Ngourti [N’Gourti]
恩吉格米	尼日尔		Nguigmi
戈泰伊	尼日尔		Gothèye
拉扎瓦格谷地	尼日尔		Lazaouagh, Vallée de
提米亚	尼日尔		Timia
敦盖尔	尼日尔		Dounguel
杰尔马冈达	尼日尔		Djerma Ganda
格雷本山	尼日尔		Gréboun Mt.
比尔尼恩孔尼	尼日尔		Birni Nkonni
比尔尼恩高雷	尼日尔		Birni Ngaouré
比尔马	尼日尔		Bilma
比尔马大沙漠	尼日尔		Grand Erg de Bilma / Bilma, Grand Erg de
沙达万卡	尼日尔		Chadaouanka
泰内雷沙漠	尼日尔		Ténéré,’ Erg du
泰尔米特	尼日尔		Termit
泰拉	尼日尔		Téra
泰萨瓦	尼日尔		Tessaoua
洛戈佐努	尼日尔		Logozonou
津德尔	尼日尔		Zinder
津德尔省	尼日尔		Zinder, Dép. de
瓦查	尼日尔		Ouatcha
瓦梅	尼日尔		Ouamé
祖祖丁加	尼日尔		Zouzoudinga
科萨	尼日尔		Kossa
米里亚	尼日尔		Mirria
维迪	尼日尔		Ouidi
菲林盖	尼日尔		Filingué
萨伊	尼日尔		Say
萨邦吉达	尼日尔		Sabon Guida
蒂利亚	尼日尔		Tillia [Tilia]
蒂拉贝里	尼日尔		Tillabéri
贾多	尼日尔		Djado
贾多高原	尼日尔		Djado, Plat, du
达尔戈尔	尼日尔		Dargol
达科罗	尼日尔		Dakoro
迪尔库	尼日尔		Dirkou
迪法省	尼日尔		Diffa, Dép. de
钦塔巴拉登	尼日尔		Tchin-Tabaradene
阿伊尔高原	尼日尔		Aïr Plat. / Aïr, Massif de L’
阿加德兹	尼日尔		Agadez
阿加德兹省	尼日尔		Agadez, Dép. d’
阿加德姆	尼日尔		Agadem
阿加拉克山	尼日尔		Agalak, Mts.
阿巴拉	尼日尔		Abala
阿巴拉克	尼日尔		Abalak
阿德比西纳特	尼日尔		Aderbissinat
阿约鲁	尼日尔		Ayorou
阿谢努马	尼日尔		Achénouma
阿谢古尔	尼日尔		Acbegour
韦拉	尼日尔		Ouella
马亚希	尼日尔		Mayahi
马伊内索罗阿	尼日尔		Maïné-Soroa
马加里亚	尼日尔		Magaria
马布鲁斯	尼日尔		Mabrous
马拉迪	尼日尔		Maradi
马达瓦	尼日尔		Madaoua
马达马	尼日尔		Madama
马达龙法	尼日尔		Madaroumfa
（阿兹宾高原）阿伊尔高原	尼日尔		(Azbine) Aïr
科马杜古约贝河	尼日尔·尼日利亚		Komadougou Yobé (Komadugu Yobe)
锡尔巴河	尼日尔·布基纳法索		Sirba
阿扎瓦克河谷	尼日尔·马里		Azaouagh, V. del’ (Azaouak, V. del’)
丁泽冈	尼泊尔		Tingjegaon
丹辛	尼泊尔		Tānsing
丹达冈	尼泊尔		Dāndāgaon
久姆拉	尼泊尔		Jumla
乌尔米	尼泊尔		Urmi
亚里	尼泊尔		Yāri
代洛格	尼泊尔		Telok
代莱克	尼泊尔		Dailekh
伊拉姆	尼泊尔		Ilam
伯代罗	尼泊尔		Padero
伯尔凯尔	尼泊尔		Parkher
伯尔萨沃尔	尼泊尔		Parsāwal
伯德米	尼泊尔		Padmi
伯拉森	尼泊尔		Parāsan
伯特尔果德	尼泊尔		Patharkot
佐吉坦	尼泊尔		Jogithān
佩里区	尼泊尔		Bher [Bheri] Div.
兰布尔潘德	尼泊尔		Rāmpurphānd
兰迪	尼泊尔		Rāndi
凯拉	尼泊尔		Khaira
利邦冈	尼泊尔		Libānggaon
加德满都	尼泊尔		[Kātmāndu] Kathmandu / Kathmandu
加拉马蒂	尼泊尔		Kālāmāti
努瓦果德	尼泊尔		Nuwākot
勃润冰川	尼泊尔		Barun G1.
博克拉	尼泊尔		Pokhara
博克拉达尔	尼泊尔		Pokharātār
古斯马	尼泊尔		Kusma
古马尔冈	尼泊尔		Kumālgaon
吉里	尼泊尔		Jilli
塔丁	尼泊尔		Dhāding
奥克尔通加	尼泊尔		Okhaldhunga
安布拉布扎冰川	尼泊尔		Ambu Lapcha Gl.
安布拉布扎山口	尼泊尔		Ambu Lapcha
安纳布尔纳峰	尼泊尔		Annapurna
尼泊尔根杰	尼泊尔		Nepalganj
巴德冈（巴克塔普尔）	尼泊尔		Bhādgāon *
巴德莱	尼泊尔		Pātale
巴拉冈	尼泊尔		Pārāgaon
巴朗	尼泊尔		Pālāng
巴格马蒂区	尼泊尔		Bāgmati Div.
巴赫尔巴尼	尼泊尔		Pāharpāni
布尔果德	尼泊尔		Purkot
布扎里冈	尼泊尔		Pujārigaon
布罗格	尼泊尔		Prok
帕格朗	尼泊尔		Phāklāng
廓尔喀	尼泊尔		Gurkha / Gorkha
德格巴奇冈	尼泊尔		Takbāchhigaon
戈西区	尼泊尔		Kosi Div.
扎格里拉山口	尼泊尔		Chakri La
拉姆泽	尼泊尔		Rāmche
拉姆讷格尔	尼泊尔		Rāmnagar
拉尔布尔	尼泊尔		Lālpur
拉当	尼泊尔		Rāddāng
拉拉达哈湖	尼泊尔		Rāra Daha
提胡穆	尼泊尔		Theehumu
昆布冰川	尼泊尔		Khumbu Gl.
昆布（地区）	尼泊尔		Khumbu
朗格莫泽	尼泊尔		Lāngmoche
木斯塘	尼泊尔		Mustang
杜尔西布尔	尼泊尔		Tulsīpur
查巴	尼泊尔		Jhāpa
格尔纳利区	尼泊尔		Karnāli Div.
梅吉区	尼泊尔		Mechi Div.
比乌坦	尼泊尔		Piuthān
比卢瓦	尼泊尔		Piluwa
比尔根杰	尼泊尔		Bīrganj [Bīrgunj]
比布拉哈	尼泊尔		Piprāha
比拉德讷格尔	尼泊尔		Birātnagar
比藻里	尼泊尔		Bijauri
洛布杰	尼泊尔		Lobujya
滕古达	尼泊尔		Dhankuta
滕格里	尼泊尔		Dhangarhi
珀尔布	尼泊尔		Pharpu
瑟格里	尼泊尔		Sakri
瑟赫雷	尼泊尔		Sahre
甘达基区	尼泊尔		Gandaki Div.
登代尔图拉	尼泊尔		Dandeldhura
皮佐尔冈	尼泊尔		Phijorgaon
皮拉米德峰	尼泊尔		Pyramid Pk.
皮马	尼泊尔		Bhima
穆古	尼泊尔		Mugu
穆格蒂纳特	尼泊尔		Muktināth
第4峰	尼泊尔		“Peak 4”
第6峰	尼泊尔		“Peak 6”
第7峰	尼泊尔		“Peak 7”
纳拉亚尼区	尼泊尔		Nārāyāni Div.
罗哈冈	尼泊尔		Rohagaon
罗迪果德	尼泊尔		Rodikot
腊拉	尼泊尔		Rala
舒姆拉	尼泊尔		Shumla
萨凯宗	尼泊尔		Sākhejung
萨加玛塔区	尼泊尔		Sagarmatha Dist.
萨尔当冈	尼泊尔		Sāldānggaon
萨德巴拉	尼泊尔		Sādbāra
萨拉冈	尼泊尔		Sārāgaon
蒂布里果德	尼泊尔		Tibrikot
蓝毗尼区	尼泊尔		Lumbini Div.
西洛子冰川	尼泊尔		West Lhotse Gl.
贝尔冈	尼泊尔		Belgaon
贾纳克布尔	尼泊尔		Janakpur
贾纳克布尔区	尼泊尔		Janakpur Div.
赛恩特尔冈	尼泊尔		Saindhargaon
赫泽米尼亚	尼泊尔		Hajminia
赫赖恩扎	尼泊尔		Haraincha
达宗冈	尼泊尔		Tāchungaon
达布莱宗	尼泊尔		Tāplejung
迦毗罗卫城	尼泊尔		Kapilavastu
道拉吉里区	尼泊尔		Dhaulagiri [Dhawalagiri] Div.
道拉吉里峰	尼泊尔		Dhaulagiri
里塔焦尔	尼泊尔		Ritha Char
里里果德	尼泊尔		Ririkot
锡尔格里多蒂	尼泊尔		Silgarhi-Doti
阿姆莱克根杰	尼泊尔		Amlekhganj
阿摩哈	尼泊尔		Amaha
阿润河	尼泊尔		Arun R.
马哈卡利区	尼泊尔		Mahakali Div.
马纳斯卢峰	尼泊尔		Manāslu
鲁卡图姆	尼泊尔		Rukhāthum
鲁古姆果德	尼泊尔		Rukumkot
鲁巴果德	尼泊尔		Rupākot
鲁当	尼泊尔		Rudāng
鲁马卡尼	尼泊尔		Rumākhāni
默伦瓜	尼泊尔		Malangwa
（达代尔图拉）登代尔图拉	尼泊尔		(Dadeldhura) Dandeldhura
