# 臺灣華語文能力基準（TBCL）詞語表 （202504版）
# https://coct.naer.edu.tw/page.jsp?ID=41
# 三等七級14,425個詞的詞語表
#
# word	id	bopomofo	pinyin	deng	ji	situation	wfreq	sfreq

可想而知	6977	ㄎㄜˇ ㄒㄧㄤˇ ㄦˊ ㄓ	kě xiǎng ér zhī	精熟	第6級		8	1
可行	6978	ㄎㄜˇ ㄒㄧㄥˊ	kě xíng	精熟	第6級		18	9
可疑	6979	ㄎㄜˇ ㄧˊ	kě yí	精熟	第6級		11	5
刻板	6980	ㄎㄜˋ ㄅㄢˇ	kè bǎn	精熟	第6級		16	6
刻薄	6981	ㄎㄜˋ ㄅㄛˊ	kè bó	精熟	第6級		7	0
刻劃/刻畫	6982	ㄎㄜˋ ㄏㄨㄚˋ	kè huà	精熟	第6級		8	4
刻苦	6983	ㄎㄜˋ ㄎㄨˇ	kè kǔ	精熟	第6級		5	8
課題	6984	ㄎㄜˋ ㄊㄧˊ	kè tí	精熟	第6級		23	26
刻意	6985	ㄎㄜˋ ㄧˋ	kè yì	精熟	第6級		39	22
克制	6986	ㄎㄜˋ ㄓˋ	kè zhì	精熟	第6級		10	7
啃	6987	ㄎㄣˇ	kěn	精熟	第6級		8	6
懇求	6988	ㄎㄣˇ ㄑㄧㄡˊ	kěn qiú	精熟	第6級		14	1
坑	6989	ㄎㄥ	kēng	精熟	第6級		9	7
空蕩蕩	6990	ㄎㄨㄥ ㄉㄤˋ ㄉㄤˋ	kōng dàng dàng	精熟	第6級		5	2
空洞	6991	ㄎㄨㄥ ㄉㄨㄥˋ	kōng dòng	精熟	第6級		10	1
空軍	6992	ㄎㄨㄥ ㄐㄩㄣ	kōng jūn	精熟	第6級		16	5
空前	6993	ㄎㄨㄥ ㄑㄧㄢˊ	kōng qián	精熟	第6級		11	4
空想	6994	ㄎㄨㄥ ㄒㄧㄤˇ	kōng xiǎng	精熟	第6級		9	0
空虛	6995	ㄎㄨㄥ ㄒㄩ	kōng xū	精熟	第6級		20	4
孔	6996	ㄎㄨㄥˇ	kǒng	精熟	第6級		16	22
恐嚇	6997	ㄎㄨㄥˇ ㄏㄜˋ	kǒng hè	精熟	第6級		9	5
恐慌	6998	ㄎㄨㄥˇ ㄏㄨㄤ	kǒng huāng	精熟	第6級		14	13
孔雀	6999	ㄎㄨㄥˇ ㄑㄩㄝˋ	kǒng què	精熟	第6級		8	7
空檔1	7000	ㄎㄨㄥˋ ㄉㄤˇ	kòng dǎng	精熟	第6級		9	8
控告	7001	ㄎㄨㄥˋ ㄍㄠˋ	kòng gào	精熟	第6級		5	1
控訴	7002	ㄎㄨㄥˋ ㄙㄨˋ	kòng sù	精熟	第6級		6	3
口碑	7003	ㄎㄡˇ ㄅㄟ	kǒu bēi	精熟	第6級		6	5
口齒	7004	ㄎㄡˇ ㄔˇ	kǒu chǐ	精熟	第6級		4	1
口腔	7005	ㄎㄡˇ ㄑㄧㄤ	kǒu qiāng	精熟	第6級		8	5
口哨	7006	ㄎㄡˇ ㄕㄠˋ	kǒu shào	精熟	第6級		4	1
口述	7007	ㄎㄡˇ ㄕㄨˋ	kǒu shù	精熟	第6級		10	4
口吻	7008	ㄎㄡˇ ㄨㄣˇ	kǒu wěn	精熟	第6級		14	1
扣	7009	ㄎㄡˋ	kòu	精熟	第6級		13	9
枯燥	7010	ㄎㄨ ㄗㄠˋ	kū zào	精熟	第6級		5	2
苦練	7011	ㄎㄨˇ ㄌㄧㄢˋ	kǔ liàn	精熟	第6級		3	3
苦悶	7012	ㄎㄨˇ ㄇㄣˋ	kǔ mèn	精熟	第6級		6	2
苦難	7013	ㄎㄨˇ ㄋㄢˋ	kǔ nàn	精熟	第6級		18	19
苦頭	7014	ㄎㄨˇ ㄊㄡˊ	kǔ tóu	精熟	第6級		7	6
苦心	7015	ㄎㄨˇ ㄒㄧㄣ	kǔ xīn	精熟	第6級		7	5
酷	7016	ㄎㄨˋ	kù	精熟	第6級		11	25
庫存	7017	ㄎㄨˋ ㄘㄨㄣˊ	kù cún	精熟	第6級		11	4
誇大	7018	ㄎㄨㄚ ㄉㄚˋ	kuā dà	精熟	第6級		12	4
跨越	7019	ㄎㄨㄚˋ ㄩㄝˋ	kuà yuè	精熟	第6級		16	19
快感	7020	ㄎㄨㄞˋ ㄍㄢˇ	kuài gǎn	精熟	第6級		11	1
快活	7021	ㄎㄨㄞˋ ㄏㄨㄛˊ	kuài huó	精熟	第6級		10	2
會計	7022	ㄎㄨㄞˋ ㄐㄧˋ	kuài jì	精熟	第6級		12	4
寬敞	7023	ㄎㄨㄢ ㄔㄤˇ	kuān chǎng	精熟	第6級		9	3
寬大	7024	ㄎㄨㄢ ㄉㄚˋ	kuān dà	精熟	第6級		9	2
寬厚	7025	ㄎㄨㄢ ㄏㄡˋ	kuān hòu	精熟	第6級		5	1
寬闊	7026	ㄎㄨㄢ ㄎㄨㄛˋ	kuān kuò	精熟	第6級		10	5
寬容	7027	ㄎㄨㄢ ㄖㄨㄥˊ	kuān róng	精熟	第6級		13	7
寬恕	7028	ㄎㄨㄢ ㄕㄨˋ	kuān shù	精熟	第6級		18	3
款	7029	ㄎㄨㄢˇ	kuǎn	精熟	第6級		18	28
款待	7030	ㄎㄨㄢˇ ㄉㄞˋ	kuǎn dài	精熟	第6級		7	1
框	7031	ㄎㄨㄤ	kuāng	精熟	第6級		9	6
框架	7032	ㄎㄨㄤ ㄐㄧㄚˋ	kuāng jià	精熟	第6級		12	6
狂風	7033	ㄎㄨㄤˊ ㄈㄥ	kuáng fēng	精熟	第6級		14	6
狂歡	7034	ㄎㄨㄤˊ ㄏㄨㄢ	kuáng huān	精熟	第6級		6	1
狂熱	7035	ㄎㄨㄤˊ ㄖㄜˋ	kuáng rè	精熟	第6級		14	2
礦產	7036	ㄎㄨㄤˋ ㄔㄢˇ	kuàng chǎn	精熟	第6級		1	5
況且	7037	ㄎㄨㄤˋ ㄑㄧㄝˇ	kuàng qiě	精熟	第6級		16	6
虧	7038	ㄎㄨㄟ	kuī	精熟	第6級		11	7
虧損	7039	ㄎㄨㄟ ㄙㄨㄣˇ	kuī sǔn	精熟	第6級		11	4
匱乏	7040	ㄎㄨㄟˋ ㄈㄚˊ	kuì fá	精熟	第6級		8	11
昆蟲	7041	ㄎㄨㄣ ㄔㄨㄥˊ	kūn chóng	精熟	第6級		15	37
捆	7042	ㄎㄨㄣˇ	kǔn	精熟	第6級		10	3
困惑	7043	ㄎㄨㄣˋ ㄏㄨㄛˋ	kùn huò	精熟	第6級		35	6
困苦	7044	ㄎㄨㄣˋ ㄎㄨˇ	kùn kǔ	精熟	第6級		6	8
擴充	7045	ㄎㄨㄛˋ ㄔㄨㄥ	kuò chōng	精熟	第6級		10	3
擴散	7046	ㄎㄨㄛˋ ㄙㄢˋ	kuò sàn	精熟	第6級		57	28
擴展	7047	ㄎㄨㄛˋ ㄓㄢˇ	kuò zhǎn	精熟	第6級		13	7
拉扯	7048	ㄌㄚ ㄔㄜˇ	lā chě	精熟	第6級		8	3
拉票	7049	ㄌㄚ ㄆㄧㄠˋ	lā piào	精熟	第6級		1	1
蠟	7050	ㄌㄚˋ	là	精熟	第6級		8	9
來賓	7051	ㄌㄞˊ ㄅㄧㄣ	lái bīn	精熟	第6級		4	47
來歷	7052	ㄌㄞˊ ㄌㄧˋ	lái lì	精熟	第6級		9	1
來往1	7053	ㄌㄞˊ ㄨㄤˇ	lái wǎng	精熟	第6級		17	7
來往2	7054	ㄌㄞˊ ㄨㄤˇ	lái wǎng	精熟	第6級		17	7
來意	7055	ㄌㄞˊ ㄧˋ	lái yì	精熟	第6級		4	0
賴	7056	ㄌㄞˋ	lài	精熟	第6級		27	25
欄	7057	ㄌㄢˊ	lán	精熟	第6級		14	3
欄杆	7058	ㄌㄢˊ ㄍㄢ	lán gān	精熟	第6級		9	4
藍圖	7059	ㄌㄢˊ ㄊㄨˊ	lán tú	精熟	第6級		8	6
懶散	7060	ㄌㄢˇ ㄙㄢˇ	lǎn sǎn	精熟	第6級		5	1
濫用	7061	ㄌㄢˋ ㄩㄥˋ	làn yòng	精熟	第6級		11	4
狼狽	7062	ㄌㄤˊ ㄅㄟˋ	láng bèi	精熟	第6級		8	3
朗讀	7063	ㄌㄤˇ ㄉㄨˊ	lǎng dú	精熟	第6級		5	2
浪潮	7064	ㄌㄤˋ ㄔㄠˊ	làng cháo	精熟	第6級		7	4
撈	7065	ㄌㄠ	lāo	精熟	第6級		9	10
牢	7066	ㄌㄠˊ	láo	精熟	第6級		14	4
牢記	7067	ㄌㄠˊ ㄐㄧˋ	láo jì	精熟	第6級		6	3
勞累	7068	ㄌㄠˊ ㄌㄟˋ	láo lèi	精熟	第6級		7	3
牢騷	7069	ㄌㄠˊ ㄙㄠ	láo sāo	精熟	第6級		5	1
老百姓/百姓	7070	ㄌㄠˇ ㄅㄞˇ ㄒㄧㄥˋ/ㄅㄞˇ ㄒㄧㄥˋ	lǎo bǎi xìng/bǎi xìng	精熟	第6級		102	55
老爹	7071	ㄌㄠˇ ㄉㄧㄝ	lǎo diē	精熟	第6級		19	4
老手	7072	ㄌㄠˇ ㄕㄡˇ	lǎo shǒu	精熟	第6級		5	0
老爺	7073	ㄌㄠˇ ㄧㄝˊ	lǎo yé	精熟	第6級		69	9
老子	7074	ㄌㄠˇ ㄗˇ/ㄌㄠˇ ˙ㄗ	lǎo zǐ/lǎo zi	精熟	第6級		19	1
勒索	7075	ㄌㄜˋ ㄙㄨㄛˇ	lè suǒ	精熟	第6級		7	1
樂於	7076	ㄌㄜˋ ㄩˊ	lè yú	精熟	第6級		15	8
雷射	7077	ㄌㄟˊ ㄕㄜˋ	léi shè	精熟	第6級		8	4
累計	7078	ㄌㄟˇ ㄐㄧˋ	lěi jì	精熟	第6級		2	3
冷汗	7079	ㄌㄥˇ ㄏㄢˋ	lěng hàn	精熟	第6級		7	2
冷酷	7080	ㄌㄥˇ ㄎㄨˋ	lěng kù	精熟	第6級		11	2
冷落	7081	ㄌㄥˇ ㄌㄨㄛˋ	lěng luò	精熟	第6級		6	1
冷卻	7082	ㄌㄥˇ ㄑㄩㄝˋ	lěng què	精熟	第6級		9	18
冷戰	7083	ㄌㄥˇ ㄓㄢˋ	lěng zhàn	精熟	第6級		6	11
愣	7084	ㄌㄥˋ	lèng	精熟	第6級		6	1
籬笆	7085	ㄌㄧˊ ㄅㄚ	lí bā	精熟	第6級		8	2
離別	7086	ㄌㄧˊ ㄅㄧㄝˊ	lí bié	精熟	第6級		4	3
罹患	7087	ㄌㄧˊ ㄏㄨㄢˋ	lí huàn	精熟	第6級		29	43
黎明	7088	ㄌㄧˊ ㄇㄧㄥˊ	lí míng	精熟	第6級		11	7
罹難	7089	ㄌㄧˊ ㄋㄢˋ	lí nàn	精熟	第6級		2	14
離譜	7090	ㄌㄧˊ ㄆㄨˇ	lí pǔ	精熟	第6級		8	3
離奇	7091	ㄌㄧˊ ㄑㄧˊ	lí qí	精熟	第6級		6	1
里	7092	ㄌㄧˇ	lǐ	精熟	第6級		80	43
理財	7093	ㄌㄧˇ ㄘㄞˊ	lǐ cái	精熟	第6級		8	5
里程碑	7094	ㄌㄧˇ ㄔㄥˊ ㄅㄟ	lǐ chéng bēi	精熟	第6級		5	5
理會	7095	ㄌㄧˇ ㄏㄨㄟˋ	lǐ huì	精熟	第6級		20	2
禮節	7096	ㄌㄧˇ ㄐㄧㄝˊ	lǐ jié	精熟	第6級		7	3
理念	7097	ㄌㄧˇ ㄋㄧㄢˋ	lǐ niàn	精熟	第6級		49	77
歷程	7098	ㄌㄧˋ ㄔㄥˊ	lì chéng	精熟	第6級		57	19
歷代	7099	ㄌㄧˋ ㄉㄞˋ	lì dài	精熟	第6級		20	4
力道	7100	ㄌㄧˋ ㄉㄠˋ	lì dào	精熟	第6級		13	12
立法	7101	ㄌㄧˋ ㄈㄚˇ	lì fǎ	精熟	第6級		10	6
利害	7102	ㄌㄧˋ ㄏㄞˋ	lì hài	精熟	第6級		11	1
歷屆	7103	ㄌㄧˋ ㄐㄧㄝˋ	lì jiè	精熟	第6級		1	3
歷經	7104	ㄌㄧˋ ㄐㄧㄥ	lì jīng	精熟	第6級		23	38
歷練	7105	ㄌㄧˋ ㄌㄧㄢˋ	lì liàn	精熟	第6級		8	6
俐落	7106	ㄌㄧˋ ㄌㄨㄛˋ	lì luò	精熟	第6級		9	7
歷年	7107	ㄌㄧˋ ㄋㄧㄢˊ	lì nián	精熟	第6級		2	3
利器	7108	ㄌㄧˋ ㄑㄧˋ	lì qì	精熟	第6級		5	3
力求	7109	ㄌㄧˋ ㄑㄧㄡˊ	lì qiú	精熟	第6級		6	2
歷任	7110	ㄌㄧˋ ㄖㄣˋ	lì rèn	精熟	第6級		12	3
厲聲	7111	ㄌㄧˋ ㄕㄥ	lì shēng	精熟	第6級		8	0
歷時	7112	ㄌㄧˋ ㄕˊ	lì shí	精熟	第6級		6	2
隸屬	7113	ㄌㄧˋ ㄕㄨˇ	lì shǔ	精熟	第6級		5	2
立體	7114	ㄌㄧˋ ㄊㄧˇ	lì tǐ	精熟	第6級		9	10
例行	7115	ㄌㄧˋ ㄒㄧㄥˊ	lì xíng	精熟	第6級		11	8
立志	7116	ㄌㄧˋ ㄓˋ	lì zhì	精熟	第6級		6	8
立足	7117	ㄌㄧˋ ㄗㄨˊ	lì zú	精熟	第6級		8	4
聯邦	7118	ㄌㄧㄢˊ ㄅㄤ	lián bāng	精熟	第6級		19	24
連帶	7119	ㄌㄧㄢˊ ㄉㄞˋ	lián dài	精熟	第6級		9	10
連貫/聯貫	7120	ㄌㄧㄢˊ ㄍㄨㄢˋ	lián guàn	精熟	第6級		6	2
蓮花	7121	ㄌㄧㄢˊ ㄏㄨㄚ	lián huā	精熟	第6級		13	7
廉價	7122	ㄌㄧㄢˊ ㄐㄧㄚˋ	lián jià	精熟	第6級		11	9
連結/聯結	7123	ㄌㄧㄢˊ ㄐㄧㄝˊ	lián jié	精熟	第6級		87	40
連連	7124	ㄌㄧㄢˊ ㄌㄧㄢˊ	lián lián	精熟	第6級		15	2
憐憫	7125	ㄌㄧㄢˊ ㄇㄧㄣˇ	lián mǐn	精熟	第6級		11	4
連任	7126	ㄌㄧㄢˊ ㄖㄣˋ	lián rèn	精熟	第6級		3	6
連聲	7127	ㄌㄧㄢˊ ㄕㄥ	lián shēng	精熟	第6級		8	1
聯手	7128	ㄌㄧㄢˊ ㄕㄡˇ	lián shǒu	精熟	第6級		9	7
連署	7129	ㄌㄧㄢˊ ㄕㄨˋ	lián shù	精熟	第6級		1	3
連鎖	7130	ㄌㄧㄢˊ ㄙㄨㄛˇ	lián suǒ	精熟	第6級		10	10
連同	7131	ㄌㄧㄢˊ ㄊㄨㄥˊ	lián tóng	精熟	第6級		10	2
連夜	7132	ㄌㄧㄢˊ ㄧㄝˋ	lián yè	精熟	第6級		9	3
臉龐	7133	ㄌㄧㄢˇ ㄆㄤˊ	liǎn páng	精熟	第6級		13	4
臉皮	7134	ㄌㄧㄢˇ ㄆㄧˊ	liǎn pí	精熟	第6級		5	1
臉譜	7135	ㄌㄧㄢˇ ㄆㄨˇ	liǎn pǔ	精熟	第6級		1	2
戀情	7136	ㄌㄧㄢˋ ㄑㄧㄥˊ	liàn qíng	精熟	第6級		7	1
糧草	7137	ㄌㄧㄤˊ ㄘㄠˇ	liáng cǎo	精熟	第6級		7	1
兩極	7138	ㄌㄧㄤˇ ㄐㄧˊ	liǎng jí	精熟	第6級		3	2
兩難	7139	ㄌㄧㄤˇ ㄋㄢˊ	liǎng nán	精熟	第6級		8	2
亮光	7140	ㄌㄧㄤˋ ㄍㄨㄤ	liàng guāng	精熟	第6級		8	2
量化	7141	ㄌㄧㄤˋ ㄏㄨㄚˋ	liàng huà	精熟	第6級		8	6
諒解	7142	ㄌㄧㄤˋ ㄐㄧㄝˇ	liàng jiě	精熟	第6級		9	7
亮晶晶	7143	ㄌㄧㄤˋ ㄐㄧㄥ ㄐㄧㄥ	liàng jīng jīng	精熟	第6級		3	3
亮麗	7144	ㄌㄧㄤˋ ㄌㄧˋ	liàng lì	精熟	第6級		8	11
亮眼	7145	ㄌㄧㄤˋ ㄧㄢˇ	liàng yǎn	精熟	第6級		3	2
遼闊	7146	ㄌㄧㄠˊ ㄎㄨㄛˋ	liáo kuò	精熟	第6級		8	4
療效	7147	ㄌㄧㄠˊ ㄒㄧㄠˋ	liáo xiào	精熟	第6級		13	5
料到	7148	ㄌㄧㄠˋ ㄉㄠˋ	liào dào	精熟	第6級		14	2
烈	7149	ㄌㄧㄝˋ	liè	精熟	第6級		15	8
列車	7150	ㄌㄧㄝˋ ㄔㄜ	liè chē	精熟	第6級		14	15
裂縫	7151	ㄌㄧㄝˋ ㄈㄥˋ	liè fèng	精熟	第6級		6	10
列舉	7152	ㄌㄧㄝˋ ㄐㄩˇ	liè jǔ	精熟	第6級		8	0
列強	7153	ㄌㄧㄝˋ ㄑㄧㄤˊ	liè qiáng	精熟	第6級		10	1
劣勢	7154	ㄌㄧㄝˋ ㄕˋ	liè shì	精熟	第6級		5	4
臨	7155	ㄌㄧㄣˊ	lín	精熟	第6級		36	12
臨床	7156	ㄌㄧㄣˊ ㄔㄨㄤˊ	lín chuáng	精熟	第6級		39	16
鄰近	7157	ㄌㄧㄣˊ ㄐㄧㄣˋ	lín jìn	精熟	第6級		14	28
臨終	7158	ㄌㄧㄣˊ ㄓㄨㄥ	lín zhōng	精熟	第6級		12	4
吝嗇	7159	ㄌㄧㄣˋ ㄙㄜˋ	lìn sè	精熟	第6級		6	4
拎	7160	ㄌㄧㄥ	līng	精熟	第6級		7	4
鈴	7161	ㄌㄧㄥˊ	líng	精熟	第6級		12	15
靈	7162	ㄌㄧㄥˊ	líng	精熟	第6級		23	21
凌晨	7163	ㄌㄧㄥˊ ㄔㄣˊ	líng chén	精熟	第6級		12	10
靈魂	7164	ㄌㄧㄥˊ ㄏㄨㄣˊ	líng hún	精熟	第6級		67	16
靈敏	7165	ㄌㄧㄥˊ ㄇㄧㄣˇ	líng mǐn	精熟	第6級		5	5
靈巧	7166	ㄌㄧㄥˊ ㄑㄧㄠˇ	líng qiǎo	精熟	第6級		7	1
聆聽	7167	ㄌㄧㄥˊ ㄊㄧㄥ	líng tīng	精熟	第6級		35	10
零星	7168	ㄌㄧㄥˊ ㄒㄧㄥ	líng xīng	精熟	第6級		6	4
靈性	7169	ㄌㄧㄥˊ ㄒㄧㄥˋ	líng xìng	精熟	第6級		17	5
領隊	7170	ㄌㄧㄥˇ ㄉㄨㄟˋ	lǐng duì	精熟	第6級		4	2
領會	7171	ㄌㄧㄥˇ ㄏㄨㄟˋ	lǐng huì	精熟	第6級		8	1
領軍	7172	ㄌㄧㄥˇ ㄐㄩㄣ	lǐng jūn	精熟	第6級		7	3
領土	7173	ㄌㄧㄥˇ ㄊㄨˇ	lǐng tǔ	精熟	第6級		13	13
領悟	7174	ㄌㄧㄥˇ ㄨˋ	lǐng wù	精熟	第6級		15	4
領域	7175	ㄌㄧㄥˇ ㄩˋ	lǐng yù	精熟	第6級		149	41
另類	7176	ㄌㄧㄥˋ ㄌㄟˋ	lìng lèi	精熟	第6級		10	8
溜	7177	ㄌㄧㄡ / ㄌㄧㄡˋ	liū / liù	精熟	第6級		9	4
流暢	7178	ㄌㄧㄡˊ ㄔㄤˋ	liú chàng	精熟	第6級		10	4
瀏覽	7179	ㄌㄧㄡˊ ㄌㄢˇ	liú lǎn	精熟	第6級		9	1
流浪漢	7180	ㄌㄧㄡˊ ㄌㄤˋ ㄏㄢˋ	liú làng hàn	精熟	第6級		5	3
流氓	7181	ㄌㄧㄡˊ ㄇㄤˊ	liú máng	精熟	第6級		10	3
流失	7182	ㄌㄧㄡˊ ㄕ	liú shī	精熟	第6級		11	26
流逝	7183	ㄌㄧㄡˊ ㄕˋ	liú shì	精熟	第6級		7	3
流水	7184	ㄌㄧㄡˊ ㄕㄨㄟˇ	liú shuǐ	精熟	第6級		10	8
流通	7185	ㄌㄧㄡˊ ㄊㄨㄥ	liú tōng	精熟	第6級		12	12
留心	7186	ㄌㄧㄡˊ ㄒㄧㄣ	liú xīn	精熟	第6級		9	1
流言	7187	ㄌㄧㄡˊ ㄧㄢˊ	liú yán	精熟	第6級		5	2
流域	7188	ㄌㄧㄡˊ ㄩˋ	liú yù	精熟	第6級		8	28
柳	7189	ㄌㄧㄡˇ	liǔ	精熟	第6級		10	5
陸	7190	ㄌㄧㄡˋ/ㄌㄨˋ	liù/lù	精熟	第6級		11	27
龍頭	7191	ㄌㄨㄥˊ ㄊㄡˊ	lóng tóu	精熟	第6級		11	4
籠罩	7192	ㄌㄨㄥˊ ㄓㄠˋ	lóng zhào	精熟	第6級		15	11
隆重	7193	ㄌㄨㄥˊ ㄓㄨㄥˋ	lóng zhòng	精熟	第6級		11	4
籠子	7194	ㄌㄨㄥˊ ˙ㄗ	lóng zi	精熟	第6級		12	5
壟斷	7195	ㄌㄨㄥˇ ㄉㄨㄢˋ	lǒng duàn	精熟	第6級		12	2
弄2	7196	ㄌㄨㄥˋ	lòng	精熟	第6級		62	76
摟	7197	ㄌㄡ / ㄌㄡˊ / ㄌㄡˇ	lōu / lóu / lǒu	精熟	第6級		9	1
漏	7198	ㄌㄡˋ	lòu	精熟	第6級		12	14
漏洞	7199	ㄌㄡˋ ㄉㄨㄥˋ	lòu dòng	精熟	第6級		7	4
露面	7200	ㄌㄡˋ ㄇㄧㄢˋ	lòu miàn	精熟	第6級		5	3
爐子/爐	7201	ㄌㄨˊ ˙ㄗ/ㄌㄨˊ	lú zi/lú	精熟	第6級		21	12
路程	7202	ㄌㄨˋ ㄔㄥˊ	lù chéng	精熟	第6級		11	13
路徑	7203	ㄌㄨˋ ㄐㄧㄥˋ	lù jìng	精熟	第6級		21	16
陸軍	7204	ㄌㄨˋ ㄐㄩㄣ	lù jūn	精熟	第6級		20	2
露天	7205	ㄌㄨˋ ㄊㄧㄢ	lù tiān	精熟	第6級		5	8
路途	7206	ㄌㄨˋ ㄊㄨˊ	lù tú	精熟	第6級		8	9
卵	7207	ㄌㄨㄢˇ	luǎn	精熟	第6級		14	12
亂世	7208	ㄌㄨㄢˋ ㄕˋ	luàn shì	精熟	第6級		13	2
輪船	7209	ㄌㄨㄣˊ ㄔㄨㄢˊ	lún chuán	精熟	第6級		6	3
輪廓	7210	ㄌㄨㄣˊ ㄎㄨㄛˋ	lún kuò	精熟	第6級		11	4
倫理	7211	ㄌㄨㄣˊ ㄌㄧˇ	lún lǐ	精熟	第6級		29	12
淪為	7212	ㄌㄨㄣˊㄨㄟˊ	lún wéi	精熟	第6級		8	9
論點	7213	ㄌㄨㄣˋ ㄉㄧㄢˇ	lùn diǎn	精熟	第6級		18	3
論述	7214	ㄌㄨㄣˋ ㄕㄨˋ	lùn shù	精熟	第6級		36	2
蘿蔔	7215	ㄌㄨㄛˊ ˙ㄅㄛ	luó bo	精熟	第6級		11	62
裸體	7216	ㄌㄨㄛˇ ㄊㄧˇ	luǒ tǐ	精熟	第6級		6	1
落差	7217	ㄌㄨㄛˋ ㄔㄚ	luò chā	精熟	第6級		8	15
落地窗	7218	ㄌㄨㄛˋ ㄉㄧˋ ㄔㄨㄤ	luò dì chuāng	精熟	第6級		3	1
落空	7219	ㄌㄨㄛˋ ㄎㄨㄥ	luò kōng	精熟	第6級		7	2
落實	7220	ㄌㄨㄛˋ ㄕˊ	luò shí	精熟	第6級		16	28
驢	7221	ㄌㄩˊ	lǘ	精熟	第6級		13	5
屢次	7222	ㄌㄩˇ ㄘˋ	lǚ cì	精熟	第6級		7	2
履行	7223	ㄌㄩˇ ㄒㄧㄥˊ	lǚ xíng	精熟	第6級		8	3
率	7224	ㄌㄩˋ / ㄕㄨㄞˋ	lǜ / shuài	精熟	第6級		17	14
略	7225	ㄌㄩㄝˋ	lüè	精熟	第6級		40	7
掠過	7226	ㄌㄩㄝˋ ㄍㄨㄛˋ	lüè guò	精熟	第6級		9	2
麻	7227	ㄇㄚˊ	má	精熟	第6級		14	19
麻痺	7228	ㄇㄚˊ ㄅㄧˋ	má bì	精熟	第6級		9	8
麻木	7229	ㄇㄚˊ ㄇㄨˋ	má mù	精熟	第6級		7	2
麻雀	7230	ㄇㄚˊ ㄑㄩㄝˋ	má què	精熟	第6級		9	4
麻醉	7231	ㄇㄚˊ ㄗㄨㄟˋ	má zuì	精熟	第6級		12	8
碼	7232	ㄇㄚˇ	mǎ	精熟	第6級		9	2
馬虎	7233	ㄇㄚˇ ㄏㄨ	mǎ hū	精熟	第6級		4	7
馬匹	7234	ㄇㄚˇ ㄆㄧ	mǎ pī	精熟	第6級		8	3
碼頭	7235	ㄇㄚˇ ˙ㄊㄡ	mǎ tou	精熟	第6級		15	5
埋藏	7236	ㄇㄞˊ ㄘㄤˊ	mái cáng	精熟	第6級		5	5
埋伏	7237	ㄇㄞˊ ㄈㄨˊ	mái fú	精熟	第6級		21	1
埋葬/葬	7238	ㄇㄞˊ ㄗㄤˋ / ㄗㄤˋ	mái zàng/zàng	精熟	第6級		26	12
買主	7239	ㄇㄞˇ ㄓㄨˇ	mǎi zhǔ	精熟	第6級		4	1
脈搏	7240	ㄇㄞˋ ㄅㄛˊ	mài bó	精熟	第6級		5	2
脈絡	7241	ㄇㄞˋ ㄌㄨㄛˋ	mài luò	精熟	第6級		19	5
賣命	7242	ㄇㄞˋ ㄇㄧㄥˋ	mài mìng	精熟	第6級		4	1
瞞	7243	ㄇㄢˊ	mán	精熟	第6級		14	5
蠻	7244	ㄇㄢˊ	mán	精熟	第6級		31	223
埋怨	7245	ㄇㄢˊ ㄩㄢˋ	mán yuàn	精熟	第6級		11	6
滿懷	7246	ㄇㄢˇ ㄏㄨㄞˊ	mǎn huái	精熟	第6級		14	3
滿頭大汗	7247	ㄇㄢˇ ㄊㄡˊ ㄉㄚˋ ㄏㄢˋ	mǎn tóu dà hàn	精熟	第6級		3	3
滿心	7248	ㄇㄢˇ ㄒㄧㄣ	mǎn xīn	精熟	第6級		9	4
滿月	7249	ㄇㄢˇ ㄩㄝˋ	mǎn yuè	精熟	第6級		4	3
漫步	7250	ㄇㄢˋ ㄅㄨˋ	màn bù	精熟	第6級		10	2
漫長	7251	ㄇㄢˋ ㄔㄤˊ	màn cháng	精熟	第6級		23	17
蔓延	7252	ㄇㄢˋ ㄧㄢˊ	màn yán	精熟	第6級		8	14
盲	7253	ㄇㄤˊ	máng	精熟	第6級		8	7
盲從	7254	ㄇㄤˊ ㄘㄨㄥˊ	máng cóng	精熟	第6級		3	0
盲點	7255	ㄇㄤˊ ㄉㄧㄢˇ	máng diǎn	精熟	第6級		5	5
茫茫	7256	ㄇㄤˊ ㄇㄤˊ	máng máng	精熟	第6級		6	4
盲目	7257	ㄇㄤˊ ㄇㄨˋ	máng mù	精熟	第6級		15	5
茫然	7258	ㄇㄤˊ ㄖㄢˊ	máng rán	精熟	第6級		15	5
冒充	7259	ㄇㄠˋ ㄔㄨㄥ	mào chōng	精熟	第6級		4	0
冒犯	7260	ㄇㄠˋ ㄈㄢˋ	mào fàn	精熟	第6級		8	1
冒煙	7261	ㄇㄠˋ ㄧㄢ	mào yān	精熟	第6級		4	3
枚	7262	ㄇㄟˊ	méi	精熟	第6級		20	11
煤	7263	ㄇㄟˊ	méi	精熟	第6級		6	9
媒介	7264	ㄇㄟˊ ㄐㄧㄝˋ	méi jiè	精熟	第6級		12	10
媒人	7265	ㄇㄟˊ ㄖㄣˊ	méi rén	精熟	第6級		5	2
美德	7266	ㄇㄟˇ ㄉㄜˊ	měi dé	精熟	第6級		14	5
美觀	7267	ㄇㄟˇ ㄍㄨㄢ	měi guān	精熟	第6級		6	11
